,count,prob
0,0,0.0
1,1,6.388313597939749e-05
2,2,0.014778873460310895
3,3,0.021863132432731507
4,4,0.05325373445138106
5,5,0.0906366971586285
6,6,0.1298635490032129
7,7,0.11404484841685239
8,8,0.101049942736289
9,9,0.07466925626510672
10,10,0.05317658168608239
11,11,0.05118970067647056
12,12,0.03531446399572807
13,13,0.07188484427531149
14,14,0.05415233121392212
15,15,0.06315520933322681
16,16,0.031272569570579674
17,17,0.02236729222601468
18,18,0.008897312676976717
19,19,0.005016595828717148
20,20,0.0025967805660766057
21,21,0.0004231316164607776
22,22,0.0003193202074049682
23,23,8.726813413223876e-06
24,24,1.2222531117986737e-06
25,25,0.0
26,26,0.0
27,27,0.0
28,28,0.0
29,29,0.0
30,30,0.0
