,count,prob
0,0,0.0
1,1,0.010899192265474547
2,2,0.041103801087957796
3,3,0.10355535446938997
4,4,0.09670031709977213
5,5,0.07490409101259721
6,6,0.10969245679125345
7,7,0.13666664812909482
8,8,0.09467987025972693
9,9,0.0857471847814406
10,10,0.10295143293042615
11,11,0.04662551180090322
12,12,0.020340342733792375
13,13,0.04382989385011436
14,14,0.028842227526130044
15,15,0.0020970738305962563
16,16,0.0008097090192772844
17,17,0.000536976937811024
18,18,1.7915474231537395e-05
19,19,0.0
20,20,0.0
21,21,0.0
