,count,prob
0,0,0.007030629790698364
1,1,0.09880267262651987
2,2,0.15424160000050577
3,3,0.08782338080736832
4,4,0.07163626140696201
5,5,0.050602919468027044
6,6,0.06229827290754035
7,7,0.15390189321482584
8,8,0.15638662266255707
9,9,0.0537167936368702
10,10,0.03257029884066984
11,11,0.02158472366325711
12,12,0.00914772287058042
13,13,0.028466808508070776
14,14,0.010439043136865745
15,15,0.0003849245364235028
16,16,0.0008694677688031713
17,17,8.968388640060034e-05
18,18,6.280267050899451e-06
19,19,0.0
20,20,0.0
21,21,0.0
22,22,0.0
23,23,0.0
